class,text,argtypetext,argtypetextstart,argtypetextend 
0," livni was not arrested in the end , because she cancelled her trip to the uk , and the warrant was dropped by the director of public prosecutions , kier starmer .",,,
0, pmc activity has seen corporations operating on behalf of the somalian government training coast guards to deal with the threat of piracy which peaked in.,,,
0," with murder someone is denying that person all their future potential so denying their freedom of choice , and this remains the case even if the murder was completely painless .",,,
0, statehood would mean that the island would shed its ineffective and costly reliance on preferential tax credits and more fully integrate into the national economy .,,,
0," secondly , we can spend longer on those subjects which we already teach , making them better .",,,
0," like all abortions , it involves the killing of an unborn child , but unlike first trimester abortions there is no doubt that the foetus can feel pain by the third trimester .",,,
3,Exercising also helps improve you brain function and your memory,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",2398,2462
0, therefore in general the number of alcohol addiction would sink and cause also less of a financial health burden .,,,
4,there are also disadvantages,"Studies are an essential part of life.Some countries permit students to take a break from studies between high school and university studies, while in some countries, it is considered as waste of time. However, a break of one year is good for young people after finishing their high school.",1361,1389
0, integration can bring peace ; just like the european union has in europe .,,,
0, the true history and traditions of the roman catholic church include the option for priests to marry or at least for married men to become priests .,,,
3,"There are usually no video games being played, no soccer practice to drive to, and no business projects to worry about","Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",3478,3596
4,"most members of our society can benefit from the consequences of technical advancements, especially the poor people","Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",953,1068
0," given that identity fraud currently costs the uk # 2.7 billion per year , canada overmillion canadian dollars per year , and in america identity fraud relating to credit cards alone costs around $ 8.6 billion per year , this is obviously a serious problem under the status quo .",,,
0, landmines are nothing to do with it .,,,
0," the union has also placed that military capacity within the broader context of a security strategy designed to promote international peace , justice and development .",,,
0," in the 1990s , it helped monitor saddam hussein and protect iraqi kurds by permitting u.s. warplanes to use its bases .",,,
1,one of the leading disputes surrounding modern international criminal law is how best to deal with the crimes of repressive regimes that have been overthrown.,,,
0, there are numerous cases showing this democratic decline .,,,
0, especially when it comes to homes and families there is a high likelihood of `` passive smoking '' .,,,
0," learning classical languages gives pleasure to many who study them , since they are satisfying intellectual challenges .",,,
1,"however, all the indictments at the icc have been for africans in cases involving african nations – almost all of which on states that voluntarily referred the cases to the court.",,,
1," in the uk and many other western liberal democracies, the status quo is that some state schools are allowed to be faith schools in exchange for a small financial contribution towards the running of the school by the religious group running the school.",,,
0," thus when the state fails people in poorer areas by providing them with inadequate services , it punishes them for trying to redress the failure .",,,
0," it has already been reported that some chemical weapons are being made ready for use such as the combining of the two chemical precursors , isopropanol and methylphosphony difluoride , needed to weaponize sarin gas .",,,
1," for a broader  principle of the idea, it may be best for the proposition to simply advocate photo id cards as a standard requirement, while specifying whether the id must be issued by the state.",,,
0, more radical parties .,,,
0," however , this evidence may be important for a new verdict to be reached .",,,
3,"A continous study pressure for over 10 years makes the mind saturated and like a robot, to follow instructions","Studies are an essential part of life.Some countries permit students to take a break from studies between high school and university studies, while in some countries, it is considered as waste of time. However, a break of one year is good for young people after finishing their high school.",521,631
0, this has been taken up by the african union which is calling for integration across the continent  .,,,
0," this is an approach to education which schools in deprived areas , trying to motivate kids from sometimes very difficult backgrounds , do not have the time or money to take up .",,,
0," the church is , therefore , justified in any action where the alternative is going against what they believe to be the wishes of god , even if it is harmful to the people of the church .",,,
0," the us experienced similarly negatively results during its intervention in beirut , 1982-84 , grenada  , libya  , and haiti  .",,,
0, they have been part of the game for a very long time .,,,
0, private health is enabling improved access to health services in neglected areas and reducing disparities in access to health .,,,
0," asha jennings began a boycott of misogynistic music in hip-hop , resulting in the ` take back the music ' campaign supported by essence magazine .",,,
0," despite the need to strong leadership in the midst of a potentially divisive event , ruto was only granted one week away from trial .",,,
3,"One out of every four Americans are suffering from some form of cardiovascular diseases, which results in more than forty-five percent of deaths annually","More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",827,980
0," the same standards should be applied to hip hop music , because it is capable of producing identical harms .",,,
1, in india children’s education is compulsory up to the age of 14.,,,
0," sentencers have a wide array of options in their sentencing , and indeed the sentencing council states that sentencing should ` never be a rigid , mechanistic or scientific process ' .",,,
1,over the past decade the politics of food has assumed increasing importance in western countries.,,,
0, first tax breaks and other incentives will mean that migrants have more money .,,,
0, domestic resource mobilisation enables the transition into a capitalist mode of production - poverty can be targeted and sufficient economies built .,,,
0," furthermore , a person might sacrifice his or her life to provide an organ for a specific individual , yet their other organs can still be used to save others , of whom the donor might not have been aware .",,,
0," ott ,  2 .",,,
0," quotas would allow for a better utilisation of the talent pool ; as currently ,% of the students graduating from europe 's higher educational institutes are women .",,,
0, we have established that golden dawn 's message is harmful both to democracy and to minority group rights .,,,
3,"in American, young adults and even juveniles can get access to guns, which leads to the tragedies of school gun shooting","Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",938,1058
1, civilian government was reinstated only a couple of weeks later with amadou sanogo standing down in favour of diouncounda traore the speaker of the parliament.,,,
1," for example, several states in the us allow gay couples to adopt, a few specifically prohibit it, and the rest have no specific right or prohibition against it.",,,
0," side proposition advocates the control and classification of controversial forms of music , including but not limited to hip hop .",,,
0," to benefit from resource wealth , money from the exploitation of mineral wealth and other sources needs to be reinvested in to the country 's economy and human capital .",,,
0," however , human cloning is a completely artificial form of reproduction , which leaves no trace of the dignity of human procreation .",,,
1," often spread out geographically, communication online has become the primary tool for their discussion and organization.",,,
1," only 51% of females over the age ofin africa are able to read and write, compared to 67% men.",,,
0, who now would n't wish that hitler had been killed in?,,,
1,"third, international and national experts, institutions and laws have only very recently affirmed that the right to freedom of expression includes a right of access to information held by public bodies.",,,
1," this conception of human rights has been criticised, however, and the very idea of universal or fundamental human rights is by no means universally accepted by all nations and societies.",,,
1," did israel's actions dash the hopes of the israeli-palestinian peace process, or did the operation actually improve these prospects?",,,
1," a quota system was introduced in 1999, but dropped in 2004.",,,
0," the unfavourable inflow/outflow balance prevents reinvestment in africa 's infrastructure , education and health services .",,,
1,"(2) so although poverty has diminished, it is still a very pressing issue.",,,
0," an independent tibet would mean that the two nations would no longer have a common border , making their rivalry less practical and far less pressing .",,,
1,"efforts to play the same argument the other way around against secularism do not really work, as it is difficult to find an instance of acts comparable to religiously sponsored intolerance being committed as a direct result of the actions of secularism.",,,
0, it will also make it easier for members of ethnic minorities and the working class to seek office - such groups are disproportionately deterred from candidacy by the current need to raise large sums of money .,,,
0," for example , british courts have allowed intercept material which has been lawfully obtained by foreign police forces .",,,
1," however, colonial belief in their own ‘national, racial, and cultural superiority’ meant that the cultures and values of the colonies were often damaged and abused, and colonial powers had little hesitation in exploiting the economic opportunities of the colonies to their own advantage without giving thought to how the colonies themselves would be affected.",,,
0," an individual 's idea , so long as it rests solely in his mind or is kept safely hidden , belongs to him .",,,
0," if these countries can already bear the extra cost without economic collapse , it should be possible for others to cope as well .",,,
0," state education is not just about aiding the individual it 's also about the state getting a good return on its investment -- in a well-educated populace to drive business and entrepreneurialism etc, this applies equally in sports .",,,
0, this may lead to alienation and bullying .,,,
0," the vote ensures that public expression can take place peacefully , instead of violently .",,,
1, tourism decreased from £1.18 billion to £814 million (2.2 billion dinar) indue to the perceived instability in the new transitional environment2.,,,
0, the war must have a reasonable chance of success .,,,
1, so the question becomes: is the icc biased against africa?,,,
0, never before has school been so central to a child 's personal and social education .,,,
1, for example there was widespread coverage of a program called haystack that was created to provide a secure route to anonomise users identities and so provide a safe way to communicate with the world.,,,
0," republican presidencies have been marked by higher unemployment , bigger deficits and lower wages .",,,
0, the us military makes problems worse just as often as it makes them better .,,,
0," sanctions remaining in place is electioneering government at its worst , domestic interest groups controlling government foreign policy .",,,
3,it is inevitable that there will be more factories built with the development of our society,"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.",1379,1471
4,museums prove the supporting role in human education,"In our world today, there is a wide variety of museums where people can travel to and see differently interesting things. Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education. In fact, each of these arguments has its own validity.",1401,1453
0," the order had been made in the youth 's absence without his being able to give his side of the story , one of the main concerns about asbos and one that can lead to misuse .",,,
0," for this approach to be sustained the parks must generate greater income ; realistically , this can only be done through the sale of stockpiled ivory .",,,
0," some regions within developing nations are so isolated from the influence of the state , or so heavily contested in internecine conflicts , that communities living within them can not be expected to know that the state nominally responsible for them has signed the convention of the rights of the child or the rome statute .",,,
1, there seemed no hope of a future.,,,
0," this money makes up an significant part of many organisation 's budgets , and stopping this funding whilst still giving to sports and heritage foundations would be discriminatory and unfair .",,,
0, this allows for greater cultural reconciliation .,,,
0, it is all-but impossible for informed and conscientious consumers to avoid buying and eating trans-fats .,,,
1, the definition of exactly which institutions do and do not have degree-awarding powers varies between countries.,,,
1," as a result, in the united states, one in forty americans of voting age are ineligible to vote because they are, or have been, in prison.",,,
1, it should be noted that the sikh religion requires the kirpan to carried with the sikh at all times.,,,
1,"to the palestinians, the israeli settlements represent the slow erosion of their national claims occurring in front of their eyes.",,,
0," child soldiers , in particular , have often been drugged before going into combat .",,,
0," 2 robert scott , carlos salas , bruce campbell , `` revisiting nafta : still not good for north america 's workers , '' economic policy institute , september.",,,
0," the reduction in available services would make arts less accessible to all , and although the demand would still be there , forcing companies to ensure they make a profit will drive ticket prices up and prevent those from poorer backgrounds from being able to enjoy the same cultural experiences as those who are wealthy .",,,
0," when a country wants to exert diplomatic pressure on another country , or bloc of countries like eu , trade bans or embargos are widely used .",,,
0," this means growers see only a small fraction of the price the public eventually pays in the store , as little ascents of every dollar in the usa .",,,
1, they are the remnants of a once mighty spanish empire which stretched from morocco to the philippines through much of south america.,,,
0," the countries that have developed rapidly have tended to be those that have managed to attract this foreign direct investment thus inchina managed to get $billion of fdi ,% of the total , against only $billion for the united states which is still a much bigger economy .",,,
0," there are two often-discussed ways to change the rules : require the runner to slide , just as they must do when attempting to reach other bases ; or disallow catchers to block runners ' paths .",,,
1, they also argue that the dangers of its trade deficit brought on by a lack of trade barriers create the risk of the united states becoming the economic thrall of its creditors.,,,
1," technologies must also inform the referee about goal-line incidents with both a vibration and a display signal to his watch, wherever he is on the pitch.",,,
0," the high representative will not only act as a spokesman for eu nations when they agree on foreign policies , but will act as a catalyst around which external policy will increasingly become coordinated .",,,
0, the stigma attached to such a conviction would condemn hundreds of former child soldiers to suffering extended beyond the end of armed conflicts .,,,
0," public school students , too , deserve options that serve them - and those options should include single-sex , single-race schools .",,,
0," asylum given by the eu shall be the only way for these women to leave the system that persecutes them and be able to have their human needs respected and therefore creating a healthier , safer and better environment .",,,
0," this means that concerns of ` privacy ' are secondary to protecting the choice not to take drugs , as ensuring the ` privacy ' of all students by not having random drug tests empowers some students to socially coerce other students into using drugs when they otherwise would not .",,,
3,This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills,"Living in the 21st century, people are firmly convinced that technology is the main driving force behind productivity. Thus, every country has been promoting technological advances in the recent years, regardless of any potential problems it may bring about. Some people are worried modern technological technology is probably a hurdle to the preservation of traditional techniques and lifestyles. However, I believe their concern is groundless. Instead, technology plays a key role in promoting traditional techniques and lifestyles.",845,1033
0, the united states has repeatedly condemned cyber-attacks against it but china also claims that it is the victim of cyber-attacks .,,,
1, ethiopia claimed the land for itself and had occupied the town and other ‘eritrean’ areas.,,,
1,"debaters’ noteclearly this debate covers an enormous number of topics; political, legal, philosophical, ethical, medical and others.",,,
0," first , people who are not earning credit from the course can have full access to educational materials , which expands knowledge of those not enrolled in the university .",,,
3,"You can now see the availability of your intended travel dates online, make the reservation, know the price of the ticket you want to purchase and pay conveniently with your credit card and you're all done","With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.",472,677
0," it will also allow them more leisure to reach out to and target students with the right personality , improving the quality of applications .",,,
0," human development index , hdi , indicators are used to assess levels of life expectancy , education and income indices throughout the world .",,,
1,"a different model of implementation would change the line of reason, the advantages and disadvantages of the motion and therefore the debate.",,,
3,This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures,"Since the time they were introduced zoos have both been supported and criticized. Many believe that zoos could be very entertaining and ecologically important, whereas, others think that keeping animals in captivity is totally wrong. Both sides will be discussed before a reasonable conclusion is drawn.",509,615
1,but by stopping vaccination before the disease is widely eradicated leaves countries susceptible to future unexpected outbreaks.,,,
0, firstly the state directly funds organisations like pbs and indirectly funds the likes of the bbc .,,,
0," the deterrent effect , as accepted in criminal law generally , is likely to make the peace more long standing and stable in the future -- it will make those minded to perform atrocities think again .",,,
3,"art inevitably involves imagination, exaggeration and sometimes is purely fabricated","Innovative artists bring enjoyment and inspiration to our sometimes tedious life; however, some people deem that artists have been entrusted with too much freedom and power and should be restricted by the government. It is my personal belief that freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create.",697,781
0, we must end the animals ' torture and stop these shows of brutality and violence .,,,
1,"in the us, ""work-fare"" was developed as an alternative to this.",,,
3,Same sex couples just want the benefits of being married like everyone else,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",918,993
0," there is , of course , an unsubtle point to be made about the possibility that teachers with extremist views may attempt to indoctrinate their charges .",,,
0," deliveries to women who have undergone fgm are significantly more likely to be complicated by caesarean section , postpartum hemorrhage , and episiotomy , extended maternal hospital stay , resuscitation of the infant , and inpatient prenatal death , than deliveries to women who have not had fgm .",,,
0," where a particular fact or image is likely to cause offence or distress , it is routine to exercise self-censorship -- it 's called discretion and professional judgement .",,,
1, there is now some kind of minimum wage or collective bargaining legislation over the minimum wage in more than 90% of countries.,,,
0," he explained that on every dollar to the austin economy ,cents returns , while with buying at the national store borders , the return to the community is onlycents .",,,
1, the most common form of fgm is complete excision of the clitoris and the labia.,,,
1,"outside the us, new zealand, bangladesh and south korea allow limited dtc (direct to consumer) advertising, while in some other markets limited advertising has been permitted for certain vaccines.",,,
0," moreover , catchers are trained to position their bodies in ways that minimize the injury risk from crashes .",,,
0, generic drugs escape this problem due to their universally low prices .,,,
1,"    since citizens are a product of educational systems as well as continuing contributors to education, to what degree should they be involved in the education of their children?",,,
1," unmarked troops and helicopters, though believed to be russian, occupied sevastopol and other crimean airports taking over the transport infrastructure.",,,
0," jurisdictions where cameras are not permitted in courts still can and do have accurate , informative and timely reports of cases , however high profile , without filming them .",,,
1,"  in new zealand, the duration of infertility has to be at least one year and it has to be known to doctors that there is a severe cause for the infertility.",,,
0,"poaching has been effectively eliminated in parts of southern africa through efficient game park management and the development of game tourism , which gives local peoples an incentive to protect wildlife as a long-term economic resource .",,,
0," this is unfair since it is a highly demanding activity that should be considered a sport , and yet the girls and boys who participate in college and high school are not considered real athletes .",,,
0," each mobile clinic will be equipped with vital tools and equipment , and staffed with a medical assistant , a midwife/nurse , and project officer .",,,
0, sex education would not lift the scales from the eyes of children entirely ; they already have some idea of what is going on .,,,
0," the impact of mental health may not only be on the individual , but dispersed within families and across generations .",,,
1, this however was not the end of conflict in the region as the mnla soon faced a challenge from the more islamist organisations ansar dine and movement for oneness and jihad in west africa (mowja) who wanted much stricter imposition of sharia law.,,,
0, kenya is at risk of terrorist attack .,,,
0, however the converse is also true ; labels like ` fair trade ' provide a guarantee of ethical quality and show that consumers are willing to pay more to ensure good labour standards .,,,
1," after thefinancial crisis and start of the eurozone crisis in 2009, and subsequent worldwide sluggish economy, unemployment has become more of a problem in the european union.",,,
0," even in parliamentary systems , leaders with a majority and a strong party whip can command the same powers as a strong president , if not more .",,,
1," the debate remains very active within the black community, within localities and municipalities, in with the larger america political culture.",,,
0, at present they must make sure the company is obeying the very many federal laws about the provision of health insurance .,,,
0, why should they not be able to profit from stockpiled ivory confiscated from poachers or dead elephants ?,,,
0, even if india and china are rapidly rising the developed countries between them are still the most powerful economies .,,,
1," the sudanese government, while publicly denying that it supports the janjaweed, is accused of providing financial assistance to the militia, and of participating in joint attacks targeting civilians.complicating matters is a history of conflict between the nomadic abbala, and the historically settled zaghawa and masalit, which has embittered the conflict and increased the impression that if the genocide is not the policy of khartoum it may well be that of its proxies.",,,
1," however, there are inherent obstacles in accurately reflecting voices from abroad in texts produced as a part of a school curriculum that is one of the sites for the diffusion of national historical narratives, all the more so when these conflict with the narratives of their neighbours.",,,
0, restrictions on exports and developmental aid from the us and the eu prevent local manufacturers and consumers from having access to them .,,,
1, bin laden however evaded the united states and escaped to pakistan but has since been killed.,,,
0," regardless of the role they may have played at the founding , our current society is an extraordinarily multicultural one , composed of a variety of religious minorities , including muslims , hindus , and buddhists .",,,
0, denialism can be dangerous because it is likely to create perceptions that are likely to make conflict more likely again .,,,
1," in many parliamentary systems, where the executive is derived from the lower house, the upper house usually has less powers then the lower house.",,,
0, more to the point it offers many .,,,
1, the debate below will focus on the arguments for and against comprehensive and selective systems and will look at each perspective in greater detail.,,,
1," ‘graduated response’, sometimes also called ‘three strikes’, is a policy copyright holders are calling for to combat online copyright infringement.",,,
1, member nations could also retain control over whatever independent armed forces they feel essential to their national interests.,,,
4,they should follow the local customs in order to integrate into their adopted countriesâ€™ cultures,"The last 50 years have seen an increasing number of immigrants to other countries. People moved due to a number of reasons, namely better educations or higher salary jobs. Some people thought that they should follow the local customs in order to integrate into their adopted countriesâ€™ cultures. However I strongly believe that they are able to sustain their cultural identities and doing so help they keep their origin values.",260,357
1," the gerd is expected to be completed by julyand will produce 6,000 mw of electricity.",,,
4,the rate of crime and violence is effectively decreased,"Crime is always punishable. Retribution is the method for countering criminals. Some countries have stringent rules, like capital punishment, while other have a lot of flexibility in the judicial system. However, strict laws, like capital punishment, are essential in a society.",847,902
1," according to the un food and agriculture organization, women in africa are responsible for 70% of crop production, 50% of animal husbandry and 60% of marketing.",,,
1, in many other countries birthright citizenship does not exist; babies born in countries such as the uk or japan do not automatically become citizens as their status depends on the citizenship and immigration status of their parents.,,,
0, it will punish hundreds of athletes and coaches who are n't implicated in cases of abuse .,,,
1," in theus presidential election, the topic received attention because the prospect of one-party rule loomed and subsequently became a reality with the election of democrat barack obama and further additions to the democratic majorities in the senate and house of representatives in the united states congress.",,,
1," as of today, approximatelymillion women have undergone fgm.",,,
1, the tunisian success emboldened opponents of other regimes across the arab world.,,,
4,some harmful effects on our health are lethal,"Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems. However, I do not think these disadvantages will outweigh the advantages brought by cell phones. In this essay, I would like to analyse these three issues in order to support my viewpoint.",1003,1048
0," when most people think of boxing -- the sport that they see on tv -- they are thinking particularly of professional boxing , which is much worse .",,,
0," in his exploration of boxing deaths throughout history , joseph svinth finds that in addition to health reasons , many deaths were criminal , with the promoter playing the dual role of `` gangster . ''",,,
1, we must act.”,,,
0, evidence shows the provision of land titles reduce risks to female health and vulnerabilities to violence .,,,
1," there have been other recent setbacks in bringing transparency to us politics, the disclose act for example was blocked by the republicans, but there has been legislation requiring on air identification of all advertisers.",,,
0, this topic examines whether the extra-curriculum should be given more importance in schools and collegesthe normal curriculum can only go so far as to teach and educate students about academic theories .,,,
1,"the new college of the humanities would offer courses similar to those offered by other london universities, although it would charge substantially more.",,,
0,"  the want of humanity even in modern bullfighting is shown by the sadistic cruelties inflicted on the bulls : according to anti-bullfight veterinarian josé zaldívar , in the great majority of cases , the matador missed the vital spot that would cause the bull to die quickly .",,,
0, this led to the super pacs because they represent an association of people and have the right to freedom of speech and political preference .,,,
0,"the settlements , constructed on land that is neither recognizably israel 's nor which israel has even claimed to annex are illegal , encroaching on the territory of a future palestinian state .",,,
0," creationism can be drawn as an entirely reasonable scientific hypothesis , and it forms a coherent theory of the origin and development of life that opposes the naturalist theories of abiogenesis and evolution .",,,
0," it is important , therefore , to instil a strong sense of responsibility to one 's family and for one 's affairs and to do this by punishing those who try and fail to perpetrate this selfish and cowardly act .",,,
0," specifically , the handgun ban means that the police have a much lower burden required in order to arrest suspects and given that a lot of the time the police have a strong idea of who the criminals are , but simply ca n't pin them for arrest , such a tactical advantage helps them get dangerous people off the street .",,,
1, body image disturbance is a symptom of an.,,,
1, while anglo basotho relations were briefly upset by a brief war inthey were soon brought back together after the boers declared the orange free state.,,,
1," in the status quo, many people die as there is not a sufficient amount of organs that match the blood type and antibodies of the recipients.",,,
0," the first amendment is that the state `` shall make no law respecting an establishment of religion , or prohibiting the free exercise thereof '' .",,,
0," when individuals feel that they will be targeted at a university based on who they are , they are less likely to attend that university either out of fear they will be discriminated against or because they believe that they will not be allowed to express themselves freely without being discriminated against or assaulted .",,,
0, one of the main forms of gender-based violence includes violent acts carried out by husbands or partners .,,,
0, as a result fracking should be stopped all together or at the very least greatly reducing the amount of fracking leaving only a few fields in operation so that the effects of the process can be studied and as a result sufficient legislation but in place to regulate the industry .,,,
1," from the definition however the size of the attack does not matter, it can range from a stabbing in woolwich to the attack on the two towers or bigger.",,,
1,although the protests were sparked by development of a green space the driving force behind the protest is democracy and fears about the authoritarianism of the ruling party.,,,
0," by using open primaries , elections once again becomes about representing the people as opposed to being a means to power as is the case under the status quo in countries that do not use it .",,,
0," the danger is when they know something about sex , but not enough to be safe .",,,
3,both must be given equal opportunities,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",284,322
0,"  this appeal was apparently ignored by hamas and the other militant groups in gaza , and so israel proceeded to respond militarily to remove the capacity of gaza to launch rocket and mortar attacks -- israel was left with no other way to ensure that the inhabitants of the country 's southern regions would not have to live in fear of rocket fire .",,,
0, the crime itself is no different from any other crime except that it is punished more harshly .,,,
1," president clinton ordered research into the ethics of human cloning, which subsequently became the shapiro report.",,,
0, individual action is shaped by what norms and standards are set by society .,,,
0, this is shown by the long history of drug use in the olympics where both coaches and athletes know it is wrong to use drugs but still do so in the hope it will bring them gold .,,,
0," due to systematic campaign of sinocization , millions of han chinese have been encouraged to settle in tibet , and with the support of the government they now dominate the economy and upper echelons of the administration .",,,
0, the army 's intercession was welcomed by many as maintaining democracy .,,,
0," this is technically illegal in china , however , this has only led to back alley abortions which often carry a much higher chance of mortality for the mother .",,,
1," expressions of common interest have included agreements inandon cutting nuclear arsenals deeply, cooperation in dealing with iran's own nuclear programme, and improved relations under presidents medvedev and obama fromonwards.",,,
0," decreasing the number of smokers -- as a result of a reduction in both `` social smokers '' , those who smoke when out with friends , and `` passive smokers '' , those who do not smoke themselves but are exposed to the second-hand smoke of others , -- will lead to a decrease in these healthcare costs .",,,
0, under the akp turkey has effectively become a one party state ; this means that there is not the competition necessary to make turkey a genuine liberal democracy .,,,
0," discouraging applicants would lower the stress on admissions departments , making the process more accurate .",,,
1," as a policy, the issue is clearly debatable and protracted deliberations on whether a case is self-disproving because of the format used tend to be both futile and tedious.",,,
0, being a sex worker where it is illegal creates additional risks and vulnerabilities .,,,
1," forced evictions are permanent, or temporary, evictions which occur without appropriate protection – legal or other.",,,
0," the olympic creed states that `` the most important thing in the olympic games is not to win but to take part , just as the most important thing in life is not the triumph but the struggle .",,,
1," eventually, this system of laws unraveled as the supreme court affirmed that political parties, labor unions, and political action committees(pacs) could spend unlimited amounts of “soft money” - spending not directly associated with a candidate’s campaign, such as broad issue advertisements, get-out-the-vote efforts, and party building strategies.",,,
3,rental bicycle system has been introduced in several European countries,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",1638,1709
0, recognising sex work as legitimate work enables positive intervention .,,,
0," furthermore , self-determination may take the form of political autonomy , or greater rights to decide how children are educated , or parallel systems of justice such as sharia courts .",,,
3,This kind of gender biased approach is detrimental for the development of the society,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",1398,1483
3,"today, it can be sent in few minutes by typing a email and few clicks","Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.",732,801
0," the cost of raising a family is realized , and intervening methods are being used to have fewer children .",,,
1,on a word of caution it’s easy for this debate to degenerate into either anecdotal evidence or a squabble about the psychosomatic benefits of one therapy or another.,,,
0, news international was clearly not living up to high standards of transparency .,,,
0," if gay marriage was to be legalized , all registrars could be thereafter forced , by the state and their commitment to the law , to legally bind themselves to avoid discriminating between homosexual and heterosexual couples who ask for their service .",,,
0, that both understand the other 's motivations makes this link much stronger .,,,
0," even with a ` sports academy ' model run along australian lines , it 's much easier to find suitable individuals with a full sports program in every school .",,,
3,The job selection criteria are pre decided,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.",1053,1095
0, finally some people may argue that the person who writes and/or sings lyric that depict violence towards women degrade themselves in this act .,,,
4,"Under proper use of technology, the human being can be benefit a lot and perpetually from the advancement of it","Technology, in the past two hundred years, has taken a dramatic progress in many fields of our society, such as telecommunications, manufacturing and buildings, etc. Certainly, technologies have also contributed to the great change of our daily lives. However, today some people consider that the range of technology regarding of public has a negative effect on increasing the gap between rich and poor. Personally, I find it hard for me to agree with this opinion by the following reasons.",2232,2343
0, they pass realistic budgets and they stick to them .,,,
1," the growing prevalence of forced evictions has raised debates over human rights, social injustice, and the unsustainable role of planning being used across african cities.",,,
